M_planet (M_Earth),M_planet (kg),Pressure (bar),Feasible,Launch Mass (kg),Num Stages,Mission Reliability
2.429781e+00,1.451065e+25,3.290345e+00,1,2.637612e+05,4,0.885293
2.429781e+00,1.451065e+25,3.856620e+00,1,2.648429e+05,4,0.885293
2.429781e+00,1.451065e+25,4.520354e+00,1,2.661142e+05,4,0.885293
2.429781e+00,1.451065e+25,5.298317e+00,1,2.676092e+05,4,0.885293
2.429781e+00,1.451065e+25,6.210169e+00,1,2.693683e+05,4,0.885293
2.429781e+00,1.451065e+25,7.278954e+00,1,2.623132e+05,5,0.858734
2.429781e+00,1.451065e+25,8.531679e+00,1,2.644013e+05,5,0.858734
2.429781e+00,1.451065e+25,1.000000e+01,1,2.668368e+05,5,0.858734
2.619764e+00,1.564523e+25,1.000000e-01,1,2.959330e+05,5,0.858734
2.619764e+00,1.564523e+25,1.172102e-01,1,2.959633e+05,5,0.858734
2.619764e+00,1.564523e+25,1.373824e-01,1,2.959988e+05,5,0.858734
2.619764e+00,1.564523e+25,1.610262e-01,1,2.960404e+05,5,0.858734
2.619764e+00,1.564523e+25,1.887392e-01,1,2.960891e+05,5,0.858734
2.619764e+00,1.564523e+25,2.212216e-01,1,2.961461e+05,5,0.858734
2.619764e+00,1.564523e+25,2.592944e-01,1,2.962130e+05,5,0.858734
2.619764e+00,1.564523e+25,3.039195e-01,1,2.962913e+05,5,0.858734
2.619764e+00,1.564523e+25,3.562248e-01,1,2.963829e+05,5,0.858734
2.619764e+00,1.564523e+25,4.175319e-01,1,2.964903e+05,5,0.858734
2.619764e+00,1.564523e+25,4.893901e-01,1,2.966160e+05,5,0.858734
2.619764e+00,1.564523e+25,5.736153e-01,1,2.967631e+05,5,0.858734
2.619764e+00,1.564523e+25,6.723358e-01,1,2.969353e+05,5,0.858734
2.619764e+00,1.564523e+25,7.880463e-01,1,2.971367e+05,5,0.858734
2.619764e+00,1.564523e+25,9.236709e-01,1,2.973723e+05,5,0.858734
2.619764e+00,1.564523e+25,1.000000e+00,1,2.975047e+05,5,0.858734
2.619764e+00,1.564523e+25,1.082637e+00,1,2.976477e+05,5,0.858734
2.619764e+00,1.564523e+25,1.268961e+00,1,2.979696e+05,5,0.858734
2.619764e+00,1.564523e+25,1.487352e+00,1,2.983455e+05,5,0.858734
2.619764e+00,1.564523e+25,1.743329e+00,1,2.987842e+05,5,0.858734
2.619764e+00,1.564523e+25,2.043360e+00,1,2.992960e+05,5,0.858734
2.619764e+00,1.564523e+25,2.395027e+00,1,2.998922e+05,5,0.858734
2.619764e+00,1.564523e+25,2.807216e+00,1,3.005863e+05,5,0.858734
2.619764e+00,1.564523e+25,3.290345e+00,1,3.013932e+05,5,0.858734
2.619764e+00,1.564523e+25,3.856620e+00,1,3.023298e+05,5,0.858734
2.619764e+00,1.564523e+25,4.520354e+00,1,3.034150e+05,5,0.858734
2.619764e+00,1.564523e+25,5.298317e+00,1,3.051758e+05,5,0.858734
2.619764e+00,1.564523e+25,6.210169e+00,1,3.068139e+05,5,0.858734
2.619764e+00,1.564523e+25,7.278954e+00,1,3.087406e+05,5,0.858734
2.619764e+00,1.564523e+25,8.531679e+00,1,3.110086e+05,5,0.858734
2.619764e+00,1.564523e+25,1.000000e+01,1,3.136806e+05,5,0.858734
2.824603e+00,1.686853e+25,1.000000e-01,1,3.514917e+05,5,0.858734
2.824603e+00,1.686853e+25,1.172102e-01,1,3.515252e+05,5,0.858734
2.824603e+00,1.686853e+25,1.373824e-01,1,3.515644e+05,5,0.858734
2.824603e+00,1.686853e+25,1.610262e-01,1,3.516103e+05,5,0.858734
2.824603e+00,1.686853e+25,1.887392e-01,1,3.516641e+05,5,0.858734
2.824603e+00,1.686853e+25,2.212216e-01,1,3.517271e+05,5,0.858734
2.824603e+00,1.686853e+25,2.592944e-01,1,3.518010e+05,5,0.858734
2.824603e+00,1.686853e+25,3.039195e-01,1,3.518874e+05,5,0.858734
2.824603e+00,1.686853e+25,3.562248e-01,1,3.519887e+05,5,0.858734
2.824603e+00,1.686853e+25,4.175319e-01,1,3.521072e+05,5,0.858734
2.824603e+00,1.686853e+25,4.893901e-01,1,3.522460e+05,5,0.858734
2.824603e+00,1.686853e+25,5.736153e-01,1,3.524085e+05,5,0.858734
2.824603e+00,1.686853e+25,6.723358e-01,1,3.525986e+05,5,0.858734
2.824603e+00,1.686853e+25,7.880463e-01,1,3.528210e+05,5,0.858734
2.824603e+00,1.686853e+25,9.236709e-01,1,3.530810e+05,5,0.858734
2.824603e+00,1.686853e+25,1.000000e+00,1,3.532271e+05,5,0.858734
2.824603e+00,1.686853e+25,1.082637e+00,1,3.533850e+05,5,0.858734
2.824603e+00,1.686853e+25,1.268961e+00,1,3.537402e+05,5,0.858734
2.824603e+00,1.686853e+25,1.487352e+00,1,3.541549e+05,5,0.858734
2.824603e+00,1.686853e+25,1.743329e+00,1,3.546389e+05,5,0.858734
2.824603e+00,1.686853e+25,2.043360e+00,1,3.552032e+05,5,0.858734
2.824603e+00,1.686853e+25,2.395027e+00,1,3.558606e+05,5,0.858734
2.824603e+00,1.686853e+25,2.807216e+00,1,3.566256e+05,5,0.858734
2.824603e+00,1.686853e+25,3.290345e+00,1,3.575145e+05,5,0.858734
2.824603e+00,1.686853e+25,3.856620e+00,1,3.585458e+05,5,0.858734
2.824603e+00,1.686853e+25,4.520354e+00,1,3.597401e+05,5,0.858734
2.824603e+00,1.686853e+25,5.298317e+00,1,3.616958e+05,5,0.858734
2.824603e+00,1.686853e+25,6.210169e+00,1,3.635029e+05,5,0.858734
2.824603e+00,1.686853e+25,7.278954e+00,1,3.656279e+05,5,0.858734
2.824603e+00,1.686853e+25,8.531679e+00,1,3.681286e+05,5,0.858734
2.824603e+00,1.686853e+25,1.000000e+01,1,3.710895e+05,5,0.858734
3.045457e+00,1.818747e+25,1.000000e-01,1,4.201711e+05,5,0.858734
3.045457e+00,1.818747e+25,1.172102e-01,1,4.202083e+05,5,0.858734
3.045457e+00,1.818747e+25,1.373824e-01,1,4.202518e+05,5,0.858734
3.045457e+00,1.818747e+25,1.610262e-01,1,4.203027e+05,5,0.858734
3.045457e+00,1.818747e+25,1.887392e-01,1,4.203624e+05,5,0.858734
3.045457e+00,1.818747e+25,2.212216e-01,1,4.204324e+05,5,0.858734
3.045457e+00,1.818747e+25,2.592944e-01,1,4.205143e+05,5,0.858734
3.045457e+00,1.818747e+25,3.039195e-01,1,4.206102e+05,5,0.858734
3.045457e+00,1.818747e+25,3.562248e-01,1,4.207226e+05,5,0.858734
3.045457e+00,1.818747e+25,4.175319e-01,1,4.208542e+05,5,0.858734
3.045457e+00,1.818747e+25,4.893901e-01,1,4.210082e+05,5,0.858734
3.045457e+00,1.818747e+25,5.736153e-01,1,4.211884e+05,5,0.858734
3.045457e+00,1.818747e+25,6.723358e-01,1,4.213993e+05,5,0.858734
3.045457e+00,1.818747e+25,7.880463e-01,1,4.216460e+05,5,0.858734
3.045457e+00,1.818747e+25,9.236709e-01,1,4.219344e+05,5,0.858734
3.045457e+00,1.818747e+25,1.000000e+00,1,4.220964e+05,5,0.858734
3.045457e+00,1.818747e+25,1.082637e+00,1,4.222715e+05,5,0.858734
3.045457e+00,1.818747e+25,1.268961e+00,1,4.226653e+05,5,0.858734
3.045457e+00,1.818747e+25,1.487352e+00,1,4.231251e+05,5,0.858734
3.045457e+00,1.818747e+25,1.743329e+00,1,4.236615e+05,5,0.858734
3.045457e+00,1.818747e+25,2.043360e+00,1,4.242868e+05,5,0.858734
3.045457e+00,1.818747e+25,2.395027e+00,1,4.250151e+05,5,0.858734
3.045457e+00,1.818747e+25,2.807216e+00,1,4.258622e+05,5,0.858734
3.045457e+00,1.818747e+25,3.290345e+00,1,4.268461e+05,5,0.858734
3.045457e+00,1.818747e+25,3.856620e+00,1,4.279872e+05,5,0.858734
3.045457e+00,1.818747e+25,4.520354e+00,1,4.297895e+05,5,0.858734
3.045457e+00,1.818747e+25,5.298317e+00,1,4.314954e+05,5,0.858734
3.045457e+00,1.818747e+25,6.210169e+00,1,4.335003e+05,5,0.858734
3.045457e+00,1.818747e+25,7.278954e+00,1,4.358576e+05,5,0.858734
3.045457e+00,1.818747e+25,8.531679e+00,1,4.386311e+05,5,0.858734
3.045457e+00,1.818747e+25,1.000000e+01,1,4.418969e+05,5,0.858734
3.283580e+00,1.960954e+25,1.000000e-01,1,5.056903e+05,5,0.858734
3.283580e+00,1.960954e+25,1.172102e-01,1,5.057317e+05,5,0.858734
3.283580e+00,1.960954e+25,1.373824e-01,1,5.057803e+05,5,0.858734
3.283580e+00,1.960954e+25,1.610262e-01,1,5.058371e+05,5,0.858734
3.283580e+00,1.960954e+25,1.887392e-01,1,5.059037e+05,5,0.858734
3.283580e+00,1.960954e+25,2.212216e-01,1,5.059817e+05,5,0.858734
3.283580e+00,1.960954e+25,2.592944e-01,1,5.060749e+05,5,0.858734
3.283580e+00,1.960954e+25,3.039195e-01,1,5.061826e+05,5,0.858734
3.283580e+00,1.960954e+25,3.562248e-01,1,5.063088e+05,5,0.858734
3.283580e+00,1.960954e+25,4.175319e-01,1,5.064568e+05,5,0.858734
3.283580e+00,1.960954e+25,4.893901e-01,1,5.066303e+05,5,0.858734
3.283580e+00,1.960954e+25,5.736153e-01,1,5.068337e+05,5,0.858734
3.283580e+00,1.960954e+25,6.723358e-01,1,5.070721e+05,5,0.858734
3.283580e+00,1.960954e+25,7.880463e-01,1,5.073517e+05,5,0.858734
3.283580e+00,1.960954e+25,9.236709e-01,1,5.076794e+05,5,0.858734
3.283580e+00,1.960954e+25,1.000000e+00,1,5.078639e+05,5,0.858734
3.283580e+00,1.960954e+25,1.082637e+00,1,5.080638e+05,5,0.858734
3.283580e+00,1.960954e+25,1.268961e+00,1,5.085144e+05,5,0.858734
3.283580e+00,1.960954e+25,1.487352e+00,1,5.090429e+05,5,0.858734
3.283580e+00,1.960954e+25,1.743329e+00,1,5.096628e+05,5,0.858734
3.283580e+00,1.960954e+25,2.043360e+00,1,5.103898e+05,5,0.858734
3.283580e+00,1.960954e+25,2.395027e+00,1,4.958986e+05,6,0.832972
3.283580e+00,1.960954e+25,2.807216e+00,1,4.962888e+05,6,0.832972
3.283580e+00,1.960954e+25,3.290345e+00,1,4.972515e+05,6,0.832972
3.283580e+00,1.960954e+25,3.856620e+00,1,4.983681e+05,6,0.832972
3.283580e+00,1.960954e+25,4.520354e+00,1,4.996609e+05,6,0.832972
3.283580e+00,1.960954e+25,5.298317e+00,1,5.017721e+05,6,0.832972
3.283580e+00,1.960954e+25,6.210169e+00,1,5.037240e+05,6,0.832972
3.283580e+00,1.960954e+25,7.278954e+00,1,5.060176e+05,6,0.832972
3.283580e+00,1.960954e+25,8.531679e+00,1,5.087142e+05,6,0.832972
3.283580e+00,1.960954e+25,1.000000e+01,1,5.118864e+05,6,0.832972
3.540321e+00,2.114280e+25,1.000000e-01,1,5.898858e+05,6,0.832972
3.540321e+00,2.114280e+25,1.172102e-01,1,5.899261e+05,6,0.832972
3.540321e+00,2.114280e+25,1.373824e-01,1,5.899734e+05,6,0.832972
3.540321e+00,2.114280e+25,1.610262e-01,1,5.900288e+05,6,0.832972
3.540321e+00,2.114280e+25,1.887392e-01,1,5.900937e+05,6,0.832972
3.540321e+00,2.114280e+25,2.212216e-01,1,5.901697e+05,6,0.832972
3.540321e+00,2.114280e+25,2.592944e-01,1,5.902587e+05,6,0.832972
3.540321e+00,2.114280e+25,3.039195e-01,1,5.903630e+05,6,0.832972
3.540321e+00,2.114280e+25,3.562248e-01,1,5.904851e+05,6,0.832972
3.540321e+00,2.114280e+25,4.175319e-01,1,5.906281e+05,6,0.832972
3.540321e+00,2.114280e+25,4.893901e-01,1,5.907954e+05,6,0.832972
3.540321e+00,2.114280e+25,5.736153e-01,1,5.909913e+05,6,0.832972
3.540321e+00,2.114280e+25,6.723358e-01,1,5.912204e+05,6,0.832972
3.540321e+00,2.114280e+25,7.880463e-01,1,5.914884e+05,6,0.832972
3.540321e+00,2.114280e+25,9.236709e-01,1,5.918018e+05,6,0.832972
3.540321e+00,2.114280e+25,1.000000e+00,1,5.919778e+05,6,0.832972
3.540321e+00,2.114280e+25,1.082637e+00,1,5.921680e+05,6,0.832972
3.540321e+00,2.114280e+25,1.268961e+00,1,5.925959e+05,6,0.832972
3.540321e+00,2.114280e+25,1.487352e+00,1,5.930953e+05,6,0.832972
3.540321e+00,2.114280e+25,1.743329e+00,1,5.936779e+05,6,0.832972
3.540321e+00,2.114280e+25,2.043360e+00,1,5.943571e+05,6,0.832972
3.540321e+00,2.114280e+25,2.395027e+00,1,5.951479e+05,6,0.832972
3.540321e+00,2.114280e+25,2.807216e+00,1,5.960677e+05,6,0.832972
3.540321e+00,2.114280e+25,3.290345e+00,1,5.971360e+05,6,0.832972
3.540321e+00,2.114280e+25,3.856620e+00,1,5.983747e+05,6,0.832972
3.540321e+00,2.114280e+25,4.520354e+00,1,5.998081e+05,6,0.832972
3.540321e+00,2.114280e+25,5.298317e+00,1,6.021672e+05,6,0.832972
3.540321e+00,2.114280e+25,6.210169e+00,1,6.043360e+05,6,0.832972
3.540321e+00,2.114280e+25,7.278954e+00,1,6.068840e+05,6,0.832972
3.540321e+00,2.114280e+25,8.531679e+00,1,6.098789e+05,6,0.832972
3.540321e+00,2.114280e+25,1.000000e+01,1,6.134011e+05,6,0.832972
3.817137e+00,2.279594e+25,1.000000e-01,1,7.137197e+05,6,0.832972
3.817137e+00,2.279594e+25,1.172102e-01,1,7.137648e+05,6,0.832972
3.817137e+00,2.279594e+25,1.373824e-01,1,7.138176e+05,6,0.832972
3.817137e+00,2.279594e+25,1.610262e-01,1,7.138795e+05,6,0.832972
3.817137e+00,2.279594e+25,1.887392e-01,1,7.139520e+05,6,0.832972
3.817137e+00,2.279594e+25,2.212216e-01,1,7.140370e+05,6,0.832972
3.817137e+00,2.279594e+25,2.592944e-01,1,7.141364e+05,6,0.832972
3.817137e+00,2.279594e+25,3.039195e-01,1,7.142529e+05,6,0.832972
3.817137e+00,2.279594e+25,3.562248e-01,1,7.143894e+05,6,0.832972
3.817137e+00,2.279594e+25,4.175319e-01,1,7.145491e+05,6,0.832972
3.817137e+00,2.279594e+25,4.893901e-01,1,7.147360e+05,6,0.832972
3.817137e+00,2.279594e+25,5.736153e-01,1,7.149548e+05,6,0.832972
3.817137e+00,2.279594e+25,6.723358e-01,1,7.152107e+05,6,0.832972
3.817137e+00,2.279594e+25,7.880463e-01,1,7.155101e+05,6,0.832972
3.817137e+00,2.279594e+25,9.236709e-01,1,7.158601e+05,6,0.832972
3.817137e+00,2.279594e+25,1.000000e+00,1,7.160566e+05,6,0.832972
3.817137e+00,2.279594e+25,1.082637e+00,1,7.162690e+05,6,0.832972
3.817137e+00,2.279594e+25,1.268961e+00,1,7.167467e+05,6,0.832972
3.817137e+00,2.279594e+25,1.487352e+00,1,7.173042e+05,6,0.832972
3.817137e+00,2.279594e+25,1.743329e+00,1,7.179546e+05,6,0.832972
3.817137e+00,2.279594e+25,2.043360e+00,1,7.187124e+05,6,0.832972
3.817137e+00,2.279594e+25,2.395027e+00,1,7.195947e+05,6,0.832972
3.817137e+00,2.279594e+25,2.807216e+00,1,7.206206e+05,6,0.832972
3.817137e+00,2.279594e+25,3.290345e+00,1,7.218117e+05,6,0.832972
3.817137e+00,2.279594e+25,3.856620e+00,1,7.231923e+05,6,0.832972
3.817137e+00,2.279594e+25,4.520354e+00,1,7.253758e+05,6,0.832972
3.817137e+00,2.279594e+25,5.298317e+00,1,7.274378e+05,6,0.832972
3.817137e+00,2.279594e+25,6.210169e+00,1,7.298590e+05,6,0.832972
3.817137e+00,2.279594e+25,7.278954e+00,1,7.327097e+05,6,0.832972
3.817137e+00,2.279594e+25,8.531679e+00,1,7.360541e+05,6,0.832972
3.817137e+00,2.279594e+25,1.000000e+01,1,7.399866e+05,6,0.832972
4.115597e+00,2.457835e+25,1.000000e-01,1,8.694823e+05,6,0.832972
4.115597e+00,2.457835e+25,1.172102e-01,1,8.695330e+05,6,0.832972
4.115597e+00,2.457835e+25,1.373824e-01,1,8.695923e+05,6,0.832972
4.115597e+00,2.457835e+25,1.610262e-01,1,8.696618e+05,6,0.832972
4.115597e+00,2.457835e+25,1.887392e-01,1,8.697432e+05,6,0.832972
4.115597e+00,2.457835e+25,2.212216e-01,1,8.698385e+05,6,0.832972
4.115597e+00,2.457835e+25,2.592944e-01,1,8.699502e+05,6,0.832972
4.115597e+00,2.457835e+25,3.039195e-01,1,8.700810e+05,6,0.832972
4.115597e+00,2.457835e+25,3.562248e-01,1,8.702342e+05,6,0.832972
4.115597e+00,2.457835e+25,4.175319e-01,1,8.704135e+05,6,0.832972
4.115597e+00,2.457835e+25,4.893901e-01,1,8.706234e+05,6,0.832972
4.115597e+00,2.457835e+25,5.736153e-01,1,8.708690e+05,6,0.832972
4.115597e+00,2.457835e+25,6.723358e-01,1,8.711563e+05,6,0.832972
4.115597e+00,2.457835e+25,7.880463e-01,1,8.714923e+05,6,0.832972
4.115597e+00,2.457835e+25,9.236709e-01,1,8.718850e+05,6,0.832972
4.115597e+00,2.457835e+25,1.000000e+00,1,8.721056e+05,6,0.832972
4.115597e+00,2.457835e+25,1.082637e+00,1,8.723440e+05,6,0.832972
4.115597e+00,2.457835e+25,1.268961e+00,1,8.728799e+05,6,0.832972
4.115597e+00,2.457835e+25,1.487352e+00,1,8.735054e+05,6,0.832972
4.115597e+00,2.457835e+25,1.743329e+00,1,8.742349e+05,6,0.832972
4.115597e+00,2.457835e+25,2.043360e+00,1,8.750848e+05,6,0.832972
4.115597e+00,2.457835e+25,2.395027e+00,1,8.762642e+05,6,0.832972
4.115597e+00,2.457835e+25,2.807216e+00,1,8.774852e+05,6,0.832972
4.115597e+00,2.457835e+25,3.290345e+00,1,8.789175e+05,6,0.832972
4.115597e+00,2.457835e+25,3.856620e+00,1,8.805980e+05,6,0.832972
4.115597e+00,2.457835e+25,4.520354e+00,1,8.825701e+05,6,0.832972
4.115597e+00,2.457835e+25,5.298317e+00,1,8.848849e+05,6,0.832972
4.115597e+00,2.457835e+25,6.210169e+00,1,8.876026e+05,6,0.832972
4.115597e+00,2.457835e+25,7.278954e+00,1,8.907946e+05,6,0.832972
4.115597e+00,2.457835e+25,8.531679e+00,1,8.945451e+05,6,0.832972
4.115597e+00,2.457835e+25,1.000000e+01,1,8.989542e+05,6,0.832972
4.437394e+00,2.650011e+25,1.000000e-01,1,1.031437e+06,7,0.807983
4.437394e+00,2.650011e+25,1.172102e-01,1,1.031488e+06,7,0.807983
4.437394e+00,2.650011e+25,1.373824e-01,1,1.031548e+06,7,0.807983
4.437394e+00,2.650011e+25,1.610262e-01,1,1.031618e+06,7,0.807983
4.437394e+00,2.650011e+25,1.887392e-01,1,1.031699e+06,7,0.807983
4.437394e+00,2.650011e+25,2.212216e-01,1,1.031795e+06,7,0.807983
4.437394e+00,2.650011e+25,2.592944e-01,1,1.031907e+06,7,0.807983
4.437394e+00,2.650011e+25,3.039195e-01,1,1.032039e+06,7,0.807983
4.437394e+00,2.650011e+25,3.562248e-01,1,1.032193e+06,7,0.807983
4.437394e+00,2.650011e+25,4.175319e-01,1,1.032373e+06,7,0.807983
4.437394e+00,2.650011e+25,4.893901e-01,1,1.032583e+06,7,0.807983
4.437394e+00,2.650011e+25,5.736153e-01,1,1.032830e+06,7,0.807983
4.437394e+00,2.650011e+25,6.723358e-01,1,1.033119e+06,7,0.807983
4.437394e+00,2.650011e+25,7.880463e-01,1,1.033456e+06,7,0.807983
4.437394e+00,2.650011e+25,9.236709e-01,1,1.033851e+06,7,0.807983
4.437394e+00,2.650011e+25,1.000000e+00,1,1.034072e+06,7,0.807983
4.437394e+00,2.650011e+25,1.082637e+00,1,1.034312e+06,7,0.807983
4.437394e+00,2.650011e+25,1.268961e+00,1,1.034850e+06,7,0.807983
4.437394e+00,2.650011e+25,1.487352e+00,1,1.035479e+06,7,0.807983
4.437394e+00,2.650011e+25,1.743329e+00,1,1.036212e+06,7,0.807983
4.437394e+00,2.650011e+25,2.043360e+00,1,1.037066e+06,7,0.807983
4.437394e+00,2.650011e+25,2.395027e+00,1,1.038060e+06,7,0.807983
4.437394e+00,2.650011e+25,2.807216e+00,1,1.039216e+06,7,0.807983
4.437394e+00,2.650011e+25,3.290345e+00,1,1.040558e+06,7,0.807983
4.437394e+00,2.650011e+25,3.856620e+00,1,1.042113e+06,7,0.807983
4.437394e+00,2.650011e+25,4.520354e+00,1,1.044570e+06,7,0.807983
4.437394e+00,2.650011e+25,5.298317e+00,1,1.046890e+06,7,0.807983
4.437394e+00,2.650011e+25,6.210169e+00,1,1.049614e+06,7,0.807983
4.437394e+00,2.650011e+25,7.278954e+00,1,1.052811e+06,7,0.807983
4.437394e+00,2.650011e+25,8.531679e+00,1,1.056567e+06,7,0.807983
4.437394e+00,2.650011e+25,1.000000e+01,1,1.060979e+06,7,0.807983
4.784351e+00,2.857215e+25,1.000000e-01,1,1.266077e+06,7,0.807983
4.784351e+00,2.857215e+25,1.172102e-01,1,1.266135e+06,7,0.807983
4.784351e+00,2.857215e+25,1.373824e-01,1,1.266202e+06,7,0.807983
4.784351e+00,2.857215e+25,1.610262e-01,1,1.266280e+06,7,0.807983
4.784351e+00,2.857215e+25,1.887392e-01,1,1.266373e+06,7,0.807983
4.784351e+00,2.857215e+25,2.212216e-01,1,1.266481e+06,7,0.807983
4.784351e+00,2.857215e+25,2.592944e-01,1,1.266607e+06,7,0.807983
4.784351e+00,2.857215e+25,3.039195e-01,1,1.266755e+06,7,0.807983
4.784351e+00,2.857215e+25,3.562248e-01,1,1.266929e+06,7,0.807983
4.784351e+00,2.857215e+25,4.175319e-01,1,1.267132e+06,7,0.807983
4.784351e+00,2.857215e+25,4.893901e-01,1,1.267369e+06,7,0.807983
4.784351e+00,2.857215e+25,5.736153e-01,1,1.267647e+06,7,0.807983
4.784351e+00,2.857215e+25,6.723358e-01,1,1.267973e+06,7,0.807983
4.784351e+00,2.857215e+25,7.880463e-01,1,1.268353e+06,7,0.807983
4.784351e+00,2.857215e+25,9.236709e-01,1,1.268797e+06,7,0.807983
4.784351e+00,2.857215e+25,1.000000e+00,1,1.269047e+06,7,0.807983
4.784351e+00,2.857215e+25,1.082637e+00,1,1.269317e+06,7,0.807983
4.784351e+00,2.857215e+25,1.268961e+00,1,1.269924e+06,7,0.807983
4.784351e+00,2.857215e+25,1.487352e+00,1,1.270632e+06,7,0.807983
4.784351e+00,2.857215e+25,1.743329e+00,1,1.271457e+06,7,0.807983
4.784351e+00,2.857215e+25,2.043360e+00,1,1.272419e+06,7,0.807983
4.784351e+00,2.857215e+25,2.395027e+00,1,1.273539e+06,7,0.807983
4.784351e+00,2.857215e+25,2.807216e+00,1,1.274840e+06,7,0.807983
4.784351e+00,2.857215e+25,3.290345e+00,1,1.276350e+06,7,0.807983
4.784351e+00,2.857215e+25,3.856620e+00,1,1.278099e+06,7,0.807983
4.784351e+00,2.857215e+25,4.520354e+00,1,1.280880e+06,7,0.807983
4.784351e+00,2.857215e+25,5.298317e+00,1,1.283495e+06,7,0.807983
4.784351e+00,2.857215e+25,6.210169e+00,1,1.286563e+06,7,0.807983
4.784351e+00,2.857215e+25,7.278954e+00,1,1.290165e+06,7,0.807983
4.784351e+00,2.857215e+25,8.531679e+00,1,1.294402e+06,7,0.807983
4.784351e+00,2.857215e+25,1.000000e+01,1,1.299373e+06,7,0.807983
5.158437e+00,3.080619e+25,1.000000e-01,1,1.565201e+06,7,0.807983
5.158437e+00,3.080619e+25,1.172102e-01,1,1.565266e+06,7,0.807983
5.158437e+00,3.080619e+25,1.373824e-01,1,1.565342e+06,7,0.807983
5.158437e+00,3.080619e+25,1.610262e-01,1,1.565431e+06,7,0.807983
5.158437e+00,3.080619e+25,1.887392e-01,1,1.565536e+06,7,0.807983
5.158437e+00,3.080619e+25,2.212216e-01,1,1.565658e+06,7,0.807983
5.158437e+00,3.080619e+25,2.592944e-01,1,1.565801e+06,7,0.807983
5.158437e+00,3.080619e+25,3.039195e-01,1,1.565969e+06,7,0.807983
5.158437e+00,3.080619e+25,3.562248e-01,1,1.566166e+06,7,0.807983
5.158437e+00,3.080619e+25,4.175319e-01,1,1.566396e+06,7,0.807983
5.158437e+00,3.080619e+25,4.893901e-01,1,1.566665e+06,7,0.807983
5.158437e+00,3.080619e+25,5.736153e-01,1,1.566980e+06,7,0.807983
5.158437e+00,3.080619e+25,6.723358e-01,1,1.567348e+06,7,0.807983
5.158437e+00,3.080619e+25,7.880463e-01,1,1.567779e+06,7,0.807983
5.158437e+00,3.080619e+25,9.236709e-01,1,1.568282e+06,7,0.807983
5.158437e+00,3.080619e+25,1.000000e+00,1,1.568565e+06,7,0.807983
5.158437e+00,3.080619e+25,1.082637e+00,1,1.568871e+06,7,0.807983
5.158437e+00,3.080619e+25,1.268961e+00,1,1.569558e+06,7,0.807983
5.158437e+00,3.080619e+25,1.487352e+00,1,1.570359e+06,7,0.807983
5.158437e+00,3.080619e+25,1.743329e+00,1,1.571294e+06,7,0.807983
5.158437e+00,3.080619e+25,2.043360e+00,1,1.572383e+06,7,0.807983
5.158437e+00,3.080619e+25,2.395027e+00,1,1.573650e+06,7,0.807983
5.158437e+00,3.080619e+25,2.807216e+00,1,1.575122e+06,7,0.807983
5.158437e+00,3.080619e+25,3.290345e+00,1,1.576830e+06,7,0.807983
5.158437e+00,3.080619e+25,3.856620e+00,1,1.579448e+06,7,0.807983
5.158437e+00,3.080619e+25,4.520354e+00,1,1.581973e+06,7,0.807983
5.158437e+00,3.080619e+25,5.298317e+00,1,1.584935e+06,7,0.807983
5.158437e+00,3.080619e+25,6.210169e+00,1,1.588410e+06,7,0.807983
5.158437e+00,3.080619e+25,7.278954e+00,1,1.592490e+06,7,0.807983
5.158437e+00,3.080619e+25,8.531679e+00,1,1.597280e+06,7,0.807983
5.158437e+00,3.080619e+25,1.000000e+01,1,1.602907e+06,7,0.807983
5.561773e+00,3.321491e+25,1.000000e-01,1,1.887281e+06,8,0.783743
5.561773e+00,3.321491e+25,1.172102e-01,1,1.887348e+06,8,0.783743
5.561773e+00,3.321491e+25,1.373824e-01,1,1.887427e+06,8,0.783743
5.561773e+00,3.321491e+25,1.610262e-01,1,1.887518e+06,8,0.783743
5.561773e+00,3.321491e+25,1.887392e-01,1,1.887626e+06,8,0.783743
5.561773e+00,3.321491e+25,2.212216e-01,1,1.887751e+06,8,0.783743
5.561773e+00,3.321491e+25,2.592944e-01,1,1.887899e+06,8,0.783743
5.561773e+00,3.321491e+25,3.039195e-01,1,1.888071e+06,8,0.783743
5.561773e+00,3.321491e+25,3.562248e-01,1,1.888273e+06,8,0.783743
5.561773e+00,3.321491e+25,4.175319e-01,1,1.888510e+06,8,0.783743
5.561773e+00,3.321491e+25,4.893901e-01,1,1.888787e+06,8,0.783743
5.561773e+00,3.321491e+25,5.736153e-01,1,1.889111e+06,8,0.783743
5.561773e+00,3.321491e+25,6.723358e-01,1,1.889490e+06,8,0.783743
5.561773e+00,3.321491e+25,7.880463e-01,1,1.889933e+06,8,0.783743
5.561773e+00,3.321491e+25,9.236709e-01,1,1.890451e+06,8,0.783743
5.561773e+00,3.321491e+25,1.000000e+00,1,1.890742e+06,8,0.783743
5.561773e+00,3.321491e+25,1.082637e+00,1,1.891056e+06,8,0.783743
5.561773e+00,3.321491e+25,1.268961e+00,1,1.891762e+06,8,0.783743
5.561773e+00,3.321491e+25,1.487352e+00,1,1.892587e+06,8,0.783743
5.561773e+00,3.321491e+25,1.743329e+00,1,1.893549e+06,8,0.783743
5.561773e+00,3.321491e+25,2.043360e+00,1,1.894669e+06,8,0.783743
5.561773e+00,3.321491e+25,2.395027e+00,1,1.895972e+06,8,0.783743
