M_planet (M_Earth),M_planet (kg),Pressure (bar),Launch Mass (tons)
4.115597e+00,2.457835e+25,1.000000e-01,8.694823e+02
4.115597e+00,2.457835e+25,1.172102e-01,8.695330e+02
4.115597e+00,2.457835e+25,1.373824e-01,8.695923e+02
4.115597e+00,2.457835e+25,1.610262e-01,8.696618e+02
4.115597e+00,2.457835e+25,1.887392e-01,8.697432e+02
4.115597e+00,2.457835e+25,2.212216e-01,8.698385e+02
4.115597e+00,2.457835e+25,2.592944e-01,8.699502e+02
4.115597e+00,2.457835e+25,3.039195e-01,8.700810e+02
4.115597e+00,2.457835e+25,3.562248e-01,8.702342e+02
4.115597e+00,2.457835e+25,4.175319e-01,8.704135e+02
4.115597e+00,2.457835e+25,4.893901e-01,8.706234e+02
4.115597e+00,2.457835e+25,5.736153e-01,8.708690e+02
4.115597e+00,2.457835e+25,6.723358e-01,8.711563e+02
4.115597e+00,2.457835e+25,7.880463e-01,8.714923e+02
4.115597e+00,2.457835e+25,9.236709e-01,8.718850e+02
4.115597e+00,2.457835e+25,1.000000e+00,8.721056e+02
4.115597e+00,2.457835e+25,1.082637e+00,8.723440e+02
4.115597e+00,2.457835e+25,1.268961e+00,8.728799e+02
4.115597e+00,2.457835e+25,1.487352e+00,8.735054e+02
4.115597e+00,2.457835e+25,1.743329e+00,8.742349e+02
4.115597e+00,2.457835e+25,2.043360e+00,8.750848e+02
4.115597e+00,2.457835e+25,2.395027e+00,8.762642e+02
4.115597e+00,2.457835e+25,2.807216e+00,8.774852e+02
4.115597e+00,2.457835e+25,3.290345e+00,8.789175e+02
4.115597e+00,2.457835e+25,3.856620e+00,8.805980e+02
4.115597e+00,2.457835e+25,4.520354e+00,8.825701e+02
4.115597e+00,2.457835e+25,5.298317e+00,8.848849e+02
4.115597e+00,2.457835e+25,6.210169e+00,8.876026e+02
4.115597e+00,2.457835e+25,7.278954e+00,8.907946e+02
4.115597e+00,2.457835e+25,8.531679e+00,8.945451e+02
4.115597e+00,2.457835e+25,1.000000e+01,8.989542e+02
4.437394e+00,2.650011e+25,1.000000e-01,1.031437e+03
4.437394e+00,2.650011e+25,1.172102e-01,1.031488e+03
4.437394e+00,2.650011e+25,1.373824e-01,1.031548e+03
4.437394e+00,2.650011e+25,1.610262e-01,1.031618e+03
4.437394e+00,2.650011e+25,1.887392e-01,1.031699e+03
4.437394e+00,2.650011e+25,2.212216e-01,1.031795e+03
4.437394e+00,2.650011e+25,2.592944e-01,1.031907e+03
4.437394e+00,2.650011e+25,3.039195e-01,1.032039e+03
4.437394e+00,2.650011e+25,3.562248e-01,1.032193e+03
4.437394e+00,2.650011e+25,4.175319e-01,1.032373e+03
4.437394e+00,2.650011e+25,4.893901e-01,1.032583e+03
4.437394e+00,2.650011e+25,5.736153e-01,1.032830e+03
4.437394e+00,2.650011e+25,6.723358e-01,1.033119e+03
4.437394e+00,2.650011e+25,7.880463e-01,1.033456e+03
4.437394e+00,2.650011e+25,9.236709e-01,1.033851e+03
4.437394e+00,2.650011e+25,1.000000e+00,1.034072e+03
4.437394e+00,2.650011e+25,1.082637e+00,1.034312e+03
4.437394e+00,2.650011e+25,1.268961e+00,1.034850e+03
4.437394e+00,2.650011e+25,1.487352e+00,1.035479e+03
4.437394e+00,2.650011e+25,1.743329e+00,1.036212e+03
4.437394e+00,2.650011e+25,2.043360e+00,1.037066e+03
4.437394e+00,2.650011e+25,2.395027e+00,1.038060e+03
4.437394e+00,2.650011e+25,2.807216e+00,1.039216e+03
4.437394e+00,2.650011e+25,3.290345e+00,1.040558e+03
4.437394e+00,2.650011e+25,3.856620e+00,1.042113e+03
4.437394e+00,2.650011e+25,4.520354e+00,1.044570e+03
4.437394e+00,2.650011e+25,5.298317e+00,1.046890e+03
4.437394e+00,2.650011e+25,6.210169e+00,1.049614e+03
4.437394e+00,2.650011e+25,7.278954e+00,1.052811e+03
4.437394e+00,2.650011e+25,8.531679e+00,1.056567e+03
4.437394e+00,2.650011e+25,1.000000e+01,1.060979e+03
4.784351e+00,2.857215e+25,1.000000e-01,1.266077e+03
4.784351e+00,2.857215e+25,1.172102e-01,1.266135e+03
4.784351e+00,2.857215e+25,1.373824e-01,1.266202e+03
4.784351e+00,2.857215e+25,1.610262e-01,1.266280e+03
4.784351e+00,2.857215e+25,1.887392e-01,1.266373e+03
4.784351e+00,2.857215e+25,2.212216e-01,1.266481e+03
4.784351e+00,2.857215e+25,2.592944e-01,1.266607e+03
4.784351e+00,2.857215e+25,3.039195e-01,1.266755e+03
4.784351e+00,2.857215e+25,3.562248e-01,1.266929e+03
4.784351e+00,2.857215e+25,4.175319e-01,1.267132e+03
4.784351e+00,2.857215e+25,4.893901e-01,1.267369e+03
4.784351e+00,2.857215e+25,5.736153e-01,1.267647e+03
4.784351e+00,2.857215e+25,6.723358e-01,1.267973e+03
4.784351e+00,2.857215e+25,7.880463e-01,1.268353e+03
4.784351e+00,2.857215e+25,9.236709e-01,1.268797e+03
4.784351e+00,2.857215e+25,1.000000e+00,1.269047e+03
4.784351e+00,2.857215e+25,1.082637e+00,1.269317e+03
4.784351e+00,2.857215e+25,1.268961e+00,1.269924e+03
4.784351e+00,2.857215e+25,1.487352e+00,1.270632e+03
4.784351e+00,2.857215e+25,1.743329e+00,1.271457e+03
4.784351e+00,2.857215e+25,2.043360e+00,1.272419e+03
4.784351e+00,2.857215e+25,2.395027e+00,1.273539e+03
4.784351e+00,2.857215e+25,2.807216e+00,1.274840e+03
4.784351e+00,2.857215e+25,3.290345e+00,1.276350e+03
4.784351e+00,2.857215e+25,3.856620e+00,1.278099e+03
4.784351e+00,2.857215e+25,4.520354e+00,1.280880e+03
4.784351e+00,2.857215e+25,5.298317e+00,1.283495e+03
4.784351e+00,2.857215e+25,6.210169e+00,1.286563e+03
4.784351e+00,2.857215e+25,7.278954e+00,1.290165e+03
4.784351e+00,2.857215e+25,8.531679e+00,1.294402e+03
4.784351e+00,2.857215e+25,1.000000e+01,1.299373e+03
5.158437e+00,3.080619e+25,1.000000e-01,1.565201e+03
5.158437e+00,3.080619e+25,1.172102e-01,1.565266e+03
5.158437e+00,3.080619e+25,1.373824e-01,1.565342e+03
5.158437e+00,3.080619e+25,1.610262e-01,1.565431e+03
5.158437e+00,3.080619e+25,1.887392e-01,1.565536e+03
5.158437e+00,3.080619e+25,2.212216e-01,1.565658e+03
5.158437e+00,3.080619e+25,2.592944e-01,1.565801e+03
5.158437e+00,3.080619e+25,3.039195e-01,1.565969e+03
5.158437e+00,3.080619e+25,3.562248e-01,1.566166e+03
5.158437e+00,3.080619e+25,4.175319e-01,1.566396e+03
5.158437e+00,3.080619e+25,4.893901e-01,1.566665e+03
5.158437e+00,3.080619e+25,5.736153e-01,1.566980e+03
5.158437e+00,3.080619e+25,6.723358e-01,1.567348e+03
5.158437e+00,3.080619e+25,7.880463e-01,1.567779e+03
5.158437e+00,3.080619e+25,9.236709e-01,1.568282e+03
5.158437e+00,3.080619e+25,1.000000e+00,1.568565e+03
5.158437e+00,3.080619e+25,1.082637e+00,1.568871e+03
5.158437e+00,3.080619e+25,1.268961e+00,1.569558e+03
5.158437e+00,3.080619e+25,1.487352e+00,1.570359e+03
5.158437e+00,3.080619e+25,1.743329e+00,1.571294e+03
5.158437e+00,3.080619e+25,2.043360e+00,1.572383e+03
5.158437e+00,3.080619e+25,2.395027e+00,1.573650e+03
5.158437e+00,3.080619e+25,2.807216e+00,1.575122e+03
5.158437e+00,3.080619e+25,3.290345e+00,1.576830e+03
5.158437e+00,3.080619e+25,3.856620e+00,1.579448e+03
5.158437e+00,3.080619e+25,4.520354e+00,1.581973e+03
5.158437e+00,3.080619e+25,5.298317e+00,1.584935e+03
5.158437e+00,3.080619e+25,6.210169e+00,1.588410e+03
5.158437e+00,3.080619e+25,7.278954e+00,1.592490e+03
5.158437e+00,3.080619e+25,8.531679e+00,1.597280e+03
5.158437e+00,3.080619e+25,1.000000e+01,1.602907e+03
5.561773e+00,3.321491e+25,1.000000e-01,1.887281e+03
5.561773e+00,3.321491e+25,1.172102e-01,1.887348e+03
5.561773e+00,3.321491e+25,1.373824e-01,1.887427e+03
5.561773e+00,3.321491e+25,1.610262e-01,1.887518e+03
5.561773e+00,3.321491e+25,1.887392e-01,1.887626e+03
5.561773e+00,3.321491e+25,2.212216e-01,1.887751e+03
5.561773e+00,3.321491e+25,2.592944e-01,1.887899e+03
5.561773e+00,3.321491e+25,3.039195e-01,1.888071e+03
5.561773e+00,3.321491e+25,3.562248e-01,1.888273e+03
5.561773e+00,3.321491e+25,4.175319e-01,1.888510e+03
5.561773e+00,3.321491e+25,4.893901e-01,1.888787e+03
5.561773e+00,3.321491e+25,5.736153e-01,1.889111e+03
5.561773e+00,3.321491e+25,6.723358e-01,1.889490e+03
5.561773e+00,3.321491e+25,7.880463e-01,1.889933e+03
5.561773e+00,3.321491e+25,9.236709e-01,1.890451e+03
5.561773e+00,3.321491e+25,1.000000e+00,1.890742e+03
5.561773e+00,3.321491e+25,1.082637e+00,1.891056e+03
5.561773e+00,3.321491e+25,1.268961e+00,1.891762e+03
5.561773e+00,3.321491e+25,1.487352e+00,1.892587e+03
5.561773e+00,3.321491e+25,1.743329e+00,1.893549e+03
5.561773e+00,3.321491e+25,2.043360e+00,1.894669e+03
5.561773e+00,3.321491e+25,2.395027e+00,1.895972e+03
5.561773e+00,3.321491e+25,2.807216e+00,1.897487e+03
5.561773e+00,3.321491e+25,3.290345e+00,1.899245e+03
5.561773e+00,3.321491e+25,3.856620e+00,1.901282e+03
5.561773e+00,3.321491e+25,4.520354e+00,1.904519e+03
5.561773e+00,3.321491e+25,5.298317e+00,1.907561e+03
5.561773e+00,3.321491e+25,6.210169e+00,1.911130e+03
5.561773e+00,3.321491e+25,7.278954e+00,1.915318e+03
5.561773e+00,3.321491e+25,8.531679e+00,1.920235e+03
5.561773e+00,3.321491e+25,1.000000e+01,1.926007e+03
5.996645e+00,3.581197e+25,1.000000e-01,2.354872e+03
5.996645e+00,3.581197e+25,1.172102e-01,2.354948e+03
5.996645e+00,3.581197e+25,1.373824e-01,2.355037e+03
5.996645e+00,3.581197e+25,1.610262e-01,2.355141e+03
5.996645e+00,3.581197e+25,1.887392e-01,2.355264e+03
5.996645e+00,3.581197e+25,2.212216e-01,2.355407e+03
5.996645e+00,3.581197e+25,2.592944e-01,2.355575e+03
5.996645e+00,3.581197e+25,3.039195e-01,2.355772e+03
5.996645e+00,3.581197e+25,3.562248e-01,2.356002e+03
5.996645e+00,3.581197e+25,4.175319e-01,2.356271e+03
5.996645e+00,3.581197e+25,4.893901e-01,2.356587e+03
5.996645e+00,3.581197e+25,5.736153e-01,2.356956e+03
5.996645e+00,3.581197e+25,6.723358e-01,2.357387e+03
5.996645e+00,3.581197e+25,7.880463e-01,2.357892e+03
5.996645e+00,3.581197e+25,9.236709e-01,2.358482e+03
5.996645e+00,3.581197e+25,1.000000e+00,2.358813e+03
5.996645e+00,3.581197e+25,1.082637e+00,2.359171e+03
5.996645e+00,3.581197e+25,1.268961e+00,2.359976e+03
5.996645e+00,3.581197e+25,1.487352e+00,2.360915e+03
5.996645e+00,3.581197e+25,1.743329e+00,2.362009e+03
5.996645e+00,3.581197e+25,2.043360e+00,2.363284e+03
5.996645e+00,3.581197e+25,2.395027e+00,2.364768e+03
5.996645e+00,3.581197e+25,2.807216e+00,2.366492e+03
5.996645e+00,3.581197e+25,3.290345e+00,2.368492e+03
5.996645e+00,3.581197e+25,3.856620e+00,2.370808e+03
5.996645e+00,3.581197e+25,4.520354e+00,2.374509e+03
5.996645e+00,3.581197e+25,5.298317e+00,2.377973e+03
5.996645e+00,3.581197e+25,6.210169e+00,2.382038e+03
5.996645e+00,3.581197e+25,7.278954e+00,2.386807e+03
5.996645e+00,3.581197e+25,8.531679e+00,2.392411e+03
5.996645e+00,3.581197e+25,1.000000e+01,2.398984e+03
6.465520e+00,3.861209e+25,1.000000e-01,2.960526e+03
6.465520e+00,3.861209e+25,1.172102e-01,2.960613e+03
6.465520e+00,3.861209e+25,1.373824e-01,2.960715e+03
6.465520e+00,3.861209e+25,1.610262e-01,2.960835e+03
6.465520e+00,3.861209e+25,1.887392e-01,2.960975e+03
6.465520e+00,3.861209e+25,2.212216e-01,2.961139e+03
6.465520e+00,3.861209e+25,2.592944e-01,2.961331e+03
6.465520e+00,3.861209e+25,3.039195e-01,2.961557e+03
6.465520e+00,3.861209e+25,3.562248e-01,2.961820e+03
6.465520e+00,3.861209e+25,4.175319e-01,2.962129e+03
6.465520e+00,3.861209e+25,4.893901e-01,2.962490e+03
6.465520e+00,3.861209e+25,5.736153e-01,2.962912e+03
6.465520e+00,3.861209e+25,6.723358e-01,2.963407e+03
6.465520e+00,3.861209e+25,7.880463e-01,2.963985e+03
6.465520e+00,3.861209e+25,9.236709e-01,2.964660e+03
6.465520e+00,3.861209e+25,1.000000e+00,2.965039e+03
6.465520e+00,3.861209e+25,1.082637e+00,2.965449e+03
6.465520e+00,3.861209e+25,1.268961e+00,2.966370e+03
6.465520e+00,3.861209e+25,1.487352e+00,2.967445e+03
6.465520e+00,3.861209e+25,1.743329e+00,2.968698e+03
6.465520e+00,3.861209e+25,2.043360e+00,2.970157e+03
6.465520e+00,3.861209e+25,2.395027e+00,2.971854e+03
6.465520e+00,3.861209e+25,2.807216e+00,2.973826e+03
6.465520e+00,3.861209e+25,3.290345e+00,2.976749e+03
6.465520e+00,3.861209e+25,3.856620e+00,2.979634e+03
6.465520e+00,3.861209e+25,4.520354e+00,2.983016e+03
6.465520e+00,3.861209e+25,5.298317e+00,2.986984e+03
6.465520e+00,3.861209e+25,6.210169e+00,2.991638e+03
6.465520e+00,3.861209e+25,7.278954e+00,2.997099e+03
6.465520e+00,3.861209e+25,8.531679e+00,3.003508e+03
6.465520e+00,3.861209e+25,1.000000e+01,3.011030e+03
6.971056e+00,4.163115e+25,1.000000e-01,3.630818e+03
6.971056e+00,4.163115e+25,1.172102e-01,3.630910e+03
6.971056e+00,4.163115e+25,1.373824e-01,3.631017e+03
6.971056e+00,4.163115e+25,1.610262e-01,3.631143e+03
6.971056e+00,4.163115e+25,1.887392e-01,3.631290e+03
6.971056e+00,4.163115e+25,2.212216e-01,3.631462e+03
6.971056e+00,4.163115e+25,2.592944e-01,3.631664e+03
6.971056e+00,4.163115e+25,3.039195e-01,3.631900e+03
6.971056e+00,4.163115e+25,3.562248e-01,3.632177e+03
6.971056e+00,4.163115e+25,4.175319e-01,3.632501e+03
6.971056e+00,4.163115e+25,4.893901e-01,3.632880e+03
6.971056e+00,4.163115e+25,5.736153e-01,3.633324e+03
6.971056e+00,4.163115e+25,6.723358e-01,3.633843e+03
6.971056e+00,4.163115e+25,7.880463e-01,3.634449e+03
6.971056e+00,4.163115e+25,9.236709e-01,3.635159e+03
6.971056e+00,4.163115e+25,1.000000e+00,3.635557e+03
6.971056e+00,4.163115e+25,1.082637e+00,3.635987e+03
6.971056e+00,4.163115e+25,1.268961e+00,3.636954e+03
6.971056e+00,4.163115e+25,1.487352e+00,3.638083e+03
6.971056e+00,4.163115e+25,1.743329e+00,3.639399e+03
6.971056e+00,4.163115e+25,2.043360e+00,3.640931e+03
6.971056e+00,4.163115e+25,2.395027e+00,3.642714e+03
6.971056e+00,4.163115e+25,2.807216e+00,3.644785e+03
6.971056e+00,4.163115e+25,3.290345e+00,3.647188e+03
6.971056e+00,4.163115e+25,3.856620e+00,3.649970e+03
6.971056e+00,4.163115e+25,4.520354e+00,3.654419e+03
6.971056e+00,4.163115e+25,5.298317e+00,3.658581e+03
6.971056e+00,4.163115e+25,6.210169e+00,3.663463e+03
6.971056e+00,4.163115e+25,7.278954e+00,3.669189e+03
6.971056e+00,4.163115e+25,8.531679e+00,3.675907e+03
6.971056e+00,4.163115e+25,1.000000e+01,3.683792e+03
7.516119e+00,4.488627e+25,1.000000e-01,4.613932e+03
7.516119e+00,4.488627e+25,1.172102e-01,4.614037e+03
7.516119e+00,4.488627e+25,1.373824e-01,4.614161e+03
7.516119e+00,4.488627e+25,1.610262e-01,4.614306e+03
7.516119e+00,4.488627e+25,1.887392e-01,4.614475e+03
7.516119e+00,4.488627e+25,2.212216e-01,4.614674e+03
7.516119e+00,4.488627e+25,2.592944e-01,4.614907e+03
7.516119e+00,4.488627e+25,3.039195e-01,4.615180e+03
7.516119e+00,4.488627e+25,3.562248e-01,4.615499e+03
7.516119e+00,4.488627e+25,4.175319e-01,4.615872e+03
7.516119e+00,4.488627e+25,4.893901e-01,4.616309e+03
7.516119e+00,4.488627e+25,5.736153e-01,4.616821e+03
7.516119e+00,4.488627e+25,6.723358e-01,4.617419e+03
7.516119e+00,4.488627e+25,7.880463e-01,4.618118e+03
7.516119e+00,4.488627e+25,9.236709e-01,4.618936e+03
7.516119e+00,4.488627e+25,1.000000e+00,4.619395e+03
7.516119e+00,4.488627e+25,1.082637e+00,4.619891e+03
7.516119e+00,4.488627e+25,1.268961e+00,4.621006e+03
7.516119e+00,4.488627e+25,1.487352e+00,4.622306e+03
7.516119e+00,4.488627e+25,1.743329e+00,4.623822e+03
7.516119e+00,4.488627e+25,2.043360e+00,4.625588e+03
7.516119e+00,4.488627e+25,2.395027e+00,4.627642e+03
7.516119e+00,4.488627e+25,2.807216e+00,4.630028e+03
7.516119e+00,4.488627e+25,3.290345e+00,4.632795e+03
7.516119e+00,4.488627e+25,3.856620e+00,4.635998e+03
7.516119e+00,4.488627e+25,4.520354e+00,4.641144e+03
7.516119e+00,4.488627e+25,5.298317e+00,4.645942e+03
7.516119e+00,4.488627e+25,6.210169e+00,4.651569e+03
7.516119e+00,4.488627e+25,7.278954e+00,4.658169e+03
7.516119e+00,4.488627e+25,8.531679e+00,4.665917e+03
7.516119e+00,4.488627e+25,1.000000e+01,4.675005e+03
8.103801e+00,4.839590e+25,1.000000e-01,5.910625e+03
8.103801e+00,4.839590e+25,1.172102e-01,5.910747e+03
8.103801e+00,4.839590e+25,1.373824e-01,5.910891e+03
8.103801e+00,4.839590e+25,1.610262e-01,5.911058e+03
8.103801e+00,4.839590e+25,1.887392e-01,5.911255e+03
8.103801e+00,4.839590e+25,2.212216e-01,5.911486e+03
8.103801e+00,4.839590e+25,2.592944e-01,5.911756e+03
8.103801e+00,4.839590e+25,3.039195e-01,5.912072e+03
8.103801e+00,4.839590e+25,3.562248e-01,5.912441e+03
8.103801e+00,4.839590e+25,4.175319e-01,5.912875e+03
8.103801e+00,4.839590e+25,4.893901e-01,5.913381e+03
8.103801e+00,4.839590e+25,5.736153e-01,5.913974e+03
8.103801e+00,4.839590e+25,6.723358e-01,5.914668e+03
8.103801e+00,4.839590e+25,7.880463e-01,5.915479e+03
8.103801e+00,4.839590e+25,9.236709e-01,5.916426e+03
8.103801e+00,4.839590e+25,1.000000e+00,5.916958e+03
8.103801e+00,4.839590e+25,1.082637e+00,5.917533e+03
8.103801e+00,4.839590e+25,1.268961e+00,5.918825e+03
8.103801e+00,4.839590e+25,1.487352e+00,5.920333e+03
8.103801e+00,4.839590e+25,1.743329e+00,5.922346e+03
8.103801e+00,4.839590e+25,2.043360e+00,5.924487e+03
8.103801e+00,4.839590e+25,2.395027e+00,5.926997e+03
8.103801e+00,4.839590e+25,2.807216e+00,5.929939e+03
8.103801e+00,4.839590e+25,3.290345e+00,5.933389e+03
8.103801e+00,4.839590e+25,3.856620e+00,5.937434e+03
8.103801e+00,4.839590e+25,4.520354e+00,5.942178e+03
8.103801e+00,4.839590e+25,5.298317e+00,5.947740e+03
8.103801e+00,4.839590e+25,6.210169e+00,5.954263e+03
8.103801e+00,4.839590e+25,7.278954e+00,5.961914e+03
8.103801e+00,4.839590e+25,8.531679e+00,5.970890e+03
8.103801e+00,4.839590e+25,1.000000e+01,5.981421e+03
8.737433e+00,5.217995e+25,1.000000e-01,7.381413e+03
8.737433e+00,5.217995e+25,1.172102e-01,7.381544e+03
8.737433e+00,5.217995e+25,1.373824e-01,7.381697e+03
8.737433e+00,5.217995e+25,1.610262e-01,7.381877e+03
8.737433e+00,5.217995e+25,1.887392e-01,7.382087e+03
8.737433e+00,5.217995e+25,2.212216e-01,7.382334e+03
8.737433e+00,5.217995e+25,2.592944e-01,7.382623e+03
8.737433e+00,5.217995e+25,3.039195e-01,7.382961e+03
8.737433e+00,5.217995e+25,3.562248e-01,7.383357e+03
8.737433e+00,5.217995e+25,4.175319e-01,7.383821e+03
8.737433e+00,5.217995e+25,4.893901e-01,7.384363e+03
8.737433e+00,5.217995e+25,5.736153e-01,7.384998e+03
8.737433e+00,5.217995e+25,6.723358e-01,7.385740e+03
8.737433e+00,5.217995e+25,7.880463e-01,7.386608e+03
8.737433e+00,5.217995e+25,9.236709e-01,7.387622e+03
8.737433e+00,5.217995e+25,1.000000e+00,7.388192e+03
8.737433e+00,5.217995e+25,1.082637e+00,7.388807e+03
8.737433e+00,5.217995e+25,1.268961e+00,7.390190e+03
8.737433e+00,5.217995e+25,1.487352e+00,7.391803e+03
8.737433e+00,5.217995e+25,1.743329e+00,7.393684e+03
8.737433e+00,5.217995e+25,2.043360e+00,7.395874e+03
8.737433e+00,5.217995e+25,2.395027e+00,7.398422e+03
8.737433e+00,5.217995e+25,2.807216e+00,7.401380e+03
8.737433e+00,5.217995e+25,3.290345e+00,7.404812e+03
8.737433e+00,5.217995e+25,3.856620e+00,7.408784e+03
8.737433e+00,5.217995e+25,4.520354e+00,7.415171e+03
8.737433e+00,5.217995e+25,5.298317e+00,7.421121e+03
8.737433e+00,5.217995e+25,6.210169e+00,7.428097e+03
8.737433e+00,5.217995e+25,7.278954e+00,7.436280e+03
8.737433e+00,5.217995e+25,8.531679e+00,7.445876e+03
8.737433e+00,5.217995e+25,1.000000e+01,7.457135e+03
9.420609e+00,5.625988e+25,1.000000e-01,9.571626e+03
9.420609e+00,5.625988e+25,1.172102e-01,9.571779e+03
9.420609e+00,5.625988e+25,1.373824e-01,9.571958e+03
9.420609e+00,5.625988e+25,1.610262e-01,9.572168e+03
9.420609e+00,5.625988e+25,1.887392e-01,9.572414e+03
9.420609e+00,5.625988e+25,2.212216e-01,9.572702e+03
9.420609e+00,5.625988e+25,2.592944e-01,9.573040e+03
9.420609e+00,5.625988e+25,3.039195e-01,9.573435e+03
9.420609e+00,5.625988e+25,3.562248e-01,9.573898e+03
9.420609e+00,5.625988e+25,4.175319e-01,9.574439e+03
9.420609e+00,5.625988e+25,4.893901e-01,9.575073e+03
9.420609e+00,5.625988e+25,5.736153e-01,9.575815e+03
9.420609e+00,5.625988e+25,6.723358e-01,9.576682e+03
9.420609e+00,5.625988e+25,7.880463e-01,9.577696e+03
9.420609e+00,5.625988e+25,9.236709e-01,9.578881e+03
9.420609e+00,5.625988e+25,1.000000e+00,9.579546e+03
9.420609e+00,5.625988e+25,1.082637e+00,9.580265e+03
9.420609e+00,5.625988e+25,1.268961e+00,9.581881e+03
9.420609e+00,5.625988e+25,1.487352e+00,9.583765e+03
9.420609e+00,5.625988e+25,1.743329e+00,9.585962e+03
9.420609e+00,5.625988e+25,2.043360e+00,9.588519e+03
9.420609e+00,5.625988e+25,2.395027e+00,9.591494e+03
9.420609e+00,5.625988e+25,2.807216e+00,9.594948e+03
9.420609e+00,5.625988e+25,3.290345e+00,9.598954e+03
9.420609e+00,5.625988e+25,3.856620e+00,9.603589e+03
9.420609e+00,5.625988e+25,4.520354e+00,9.611075e+03
9.420609e+00,5.625988e+25,5.298317e+00,9.618028e+03
9.420609e+00,5.625988e+25,6.210169e+00,9.626180e+03
9.420609e+00,5.625988e+25,7.278954e+00,9.635740e+03
9.420609e+00,5.625988e+25,8.531679e+00,9.646952e+03
9.420609e+00,5.625988e+25,1.000000e+01,9.660104e+03
1.015720e+01,6.065881e+25,1.000000e-01,1.213324e+04
1.015720e+01,6.065881e+25,1.172102e-01,1.213340e+04
1.015720e+01,6.065881e+25,1.373824e-01,1.213360e+04
1.015720e+01,6.065881e+25,1.610262e-01,1.213383e+04
1.015720e+01,6.065881e+25,1.887392e-01,1.213409e+04
1.015720e+01,6.065881e+25,2.212216e-01,1.213441e+04
1.015720e+01,6.065881e+25,2.592944e-01,1.213477e+04
1.015720e+01,6.065881e+25,3.039195e-01,1.213520e+04
1.015720e+01,6.065881e+25,3.562248e-01,1.213571e+04
1.015720e+01,6.065881e+25,4.175319e-01,1.213630e+04
1.015720e+01,6.065881e+25,4.893901e-01,1.213699e+04
1.015720e+01,6.065881e+25,5.736153e-01,1.213779e+04
1.015720e+01,6.065881e+25,6.723358e-01,1.213874e+04
1.015720e+01,6.065881e+25,7.880463e-01,1.213984e+04
1.015720e+01,6.065881e+25,9.236709e-01,1.214113e+04
1.015720e+01,6.065881e+25,1.000000e+00,1.214185e+04
1.015720e+01,6.065881e+25,1.082637e+00,1.214263e+04
1.015720e+01,6.065881e+25,1.268961e+00,1.214439e+04
1.015720e+01,6.065881e+25,1.487352e+00,1.214644e+04
1.015720e+01,6.065881e+25,1.743329e+00,1.214883e+04
1.015720e+01,6.065881e+25,2.043360e+00,1.215161e+04
1.015720e+01,6.065881e+25,2.395027e+00,1.215485e+04
1.015720e+01,6.065881e+25,2.807216e+00,1.215861e+04
1.015720e+01,6.065881e+25,3.290345e+00,1.216296e+04
1.015720e+01,6.065881e+25,3.856620e+00,1.216801e+04
1.015720e+01,6.065881e+25,4.520354e+00,1.217613e+04
1.015720e+01,6.065881e+25,5.298317e+00,1.218369e+04
1.015720e+01,6.065881e+25,6.210169e+00,1.219255e+04
1.015720e+01,6.065881e+25,7.278954e+00,1.220294e+04
1.015720e+01,6.065881e+25,8.531679e+00,1.221512e+04
1.015720e+01,6.065881e+25,1.000000e+01,1.222942e+04
1.095139e+01,6.540169e+25,1.000000e-01,1.594392e+04
1.095139e+01,6.540169e+25,1.172102e-01,1.594412e+04
1.095139e+01,6.540169e+25,1.373824e-01,1.594435e+04
1.095139e+01,6.540169e+25,1.610262e-01,1.594462e+04
1.095139e+01,6.540169e+25,1.887392e-01,1.594493e+04
1.095139e+01,6.540169e+25,2.212216e-01,1.594530e+04
1.095139e+01,6.540169e+25,2.592944e-01,1.594574e+04
1.095139e+01,6.540169e+25,3.039195e-01,1.594624e+04
1.095139e+01,6.540169e+25,3.562248e-01,1.594684e+04
1.095139e+01,6.540169e+25,4.175319e-01,1.594753e+04
1.095139e+01,6.540169e+25,4.893901e-01,1.594834e+04
1.095139e+01,6.540169e+25,5.736153e-01,1.594929e+04
1.095139e+01,6.540169e+25,6.723358e-01,1.595040e+04
1.095139e+01,6.540169e+25,7.880463e-01,1.595170e+04
1.095139e+01,6.540169e+25,9.236709e-01,1.595322e+04
1.095139e+01,6.540169e+25,1.000000e+00,1.595408e+04
1.095139e+01,6.540169e+25,1.082637e+00,1.595500e+04
1.095139e+01,6.540169e+25,1.268961e+00,1.595707e+04
1.095139e+01,6.540169e+25,1.487352e+00,1.595948e+04
1.095139e+01,6.540169e+25,1.743329e+00,1.596230e+04
1.095139e+01,6.540169e+25,2.043360e+00,1.596558e+04
1.095139e+01,6.540169e+25,2.395027e+00,1.596939e+04
1.095139e+01,6.540169e+25,2.807216e+00,1.597381e+04
1.095139e+01,6.540169e+25,3.290345e+00,1.597895e+04
1.095139e+01,6.540169e+25,3.856620e+00,1.598488e+04
1.095139e+01,6.540169e+25,4.520354e+00,1.599449e+04
1.095139e+01,6.540169e+25,5.298317e+00,1.600339e+04
1.095139e+01,6.540169e+25,6.210169e+00,1.601384e+04
1.095139e+01,6.540169e+25,7.278954e+00,1.602608e+04
1.095139e+01,6.540169e+25,8.531679e+00,1.604044e+04
1.095139e+01,6.540169e+25,1.000000e+01,1.605729e+04
1.180767e+01,7.051542e+25,1.000000e-01,2.114047e+04
1.180767e+01,7.051542e+25,1.172102e-01,2.114070e+04
